# Joint metrics table generated from MetricsOutput.tsv files parsed with file_parser.py / Parse_section_tsv.
# WORKFLOW_TYPE and WORKFLOW_VERSION identify whether each row came from DRAGEN or LocalApp.
# RECORD_TYPE identifies DNA_SAMPLE, RNA_SAMPLE, LOWER_THRESHOLD, or UPPER_THRESHOLD rows.
# DNA-specific metric columns use the DNA_ prefix. RNA-specific metric columns use the RNA_ prefix. Metadata columns do not use DNA_ or RNA_ prefixes.
# Interpret metrics cautiously when multiple workflows contribute data because similarly named metrics can be generated or formatted differently across workflows.
SAMPLE_ID	RUN	WORKFLOW_TYPE	WORKFLOW_VERSION	RECORD_TYPE	COMPLETED_ALL_STEPS	FAILED_STEPS	PCT_PF_READS	PCT_Q30_R1	PCT_Q30_R2	STEPS_NOT_EXECUTED	DNA_ALLELE_DOSAGE_RATIO	DNA_CONTAMINATION_P_VALUE	DNA_CONTAMINATION_SCORE	DNA_COVERAGE_MAD	DNA_EXCESSIVE_TF	DNA_GENE_SCALED_MAD	DNA_MEAN_FAMILY_SIZE	DNA_MEAN_TARGET_COVERAGE	DNA_MEDIAN_BIN_COUNT_CNV_TARGET	DNA_MEDIAN_EXON_COVERAGE	DNA_MEDIAN_INSERT_SIZE	DNA_MEDIAN_TARGET_COVERAGE	DNA_MEDIAN_TARGET_HRD_COVERAGE	DNA_PCT_ALIGNED_READS	DNA_PCT_CHIMERIC_READS	DNA_PCT_CONTAMINATION_EST	DNA_PCT_EXON_100X	DNA_PCT_EXON_50X	DNA_PCT_PF_UQ_READS	DNA_PCT_Q30_BASES	DNA_PCT_READ_ENRICHMENT	DNA_PCT_SOFT_CLIPPED_BASES	DNA_PCT_TARGET_0_4X_MEAN	DNA_PCT_TARGET_100X	DNA_PCT_TARGET_250X	DNA_PCT_TARGET_50X	DNA_PCT_TARGET_HRD_50X	DNA_PCT_USABLE_UMI_READS	DNA_TOTAL_PF_READS	DNA_USABLE_MSI_SITES	RNA_GENE_ABOVE_MEDIAN_CUTOFF	RNA_GENE_MEDIAN_COVERAGE	RNA_MEDIAN_CV_GENE_500X	RNA_MEDIAN_INSERT_SIZE	RNA_PCT_CHIMERIC_READS	RNA_PCT_ON_TARGET_READS	RNA_PCT_Q30_BASES	RNA_PCT_SOFT_CLIPPED_BASES	RNA_SCALED_MEDIAN_GENE_COVERAGE	RNA_TOTAL_ON_TARGET_READS	RNA_TOTAL_PF_READS
TVD0026	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0028	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0030	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0032	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0034	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0036	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0038	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0040	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0042	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0044	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
LSL_Guideline	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.000	0	0.000	NA	NA	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	9000000	NA
USL_Guideline	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.049	3106	0.210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.00	NA	NA	NA	NA	NA	NA	NA	NA
IPD1693-D06-P02-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	1156	0.098	NA	NA	4.0	262.5	4.8	271	70	264.0	NA	98.3	2.06	1.2	97.5	99.1	100.0	NA	60.3	NA	96.0	96.5	56.8	NA	NA	99.9	115630584	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1693-R03-P02-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.56	100	0.16	92.9	NA	NA	3161.8	17956498	19323850
IPD1712-D06-d11-A06_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.002	4038	0.181	NA	NA	2.3	569.3	6.6	492	103	482.0	NA	98.7	0.75	4.4	98.4	99.1	100.0	NA	63.2	NA	92.0	97.5	90.0	NA	NA	99.9	98203664	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1766-D06-P02-A03_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	338	0.089	NA	NA	3.2	447.8	6.7	463	91	451.0	NA	98.4	0.99	0.7	98.6	99.3	100.0	NA	65.7	NA	96.0	97.8	92.9	NA	NA	99.9	116299162	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1766-R03-P02-A03_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.89	99	0.15	94.1	NA	NA	5183.1	28232789	29997786
IPD1781-D06-P01-A12_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	420	0.105	NA	NA	2.8	536.1	7.9	539	96	535.0	NA	98.7	1.20	0.6	98.3	99.1	100.0	NA	67.5	NA	94.8	97.7	93.5	NA	NA	99.9	113456464	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1781-R03-P01-A12_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.55	103	0.17	93.5	NA	NA	4333.3	23279280	24908932
IPD1782-D06-P01-A15_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.336	4530	0.166	NA	NA	2.3	590.4	7.3	531	101	498.0	NA	98.9	1.76	1.8	98.8	99.3	100.0	NA	60.0	NA	89.5	98.3	88.2	NA	NA	99.9	108917838	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1782-R03-P01-A15_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.61	123	0.13	92.5	NA	NA	5820.8	27761448	30001600
IPD1787-D06-d01-A18_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.901	1495	0.235	NA	NA	2.0	294.7	4.1	268	88	268.0	NA	98.9	1.92	2.9	94.6	98.1	100.0	NA	59.9	NA	90.9	93.4	55.8	NA	NA	99.9	51363616	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1787-R03-d01-A18_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.16	92	0.13	90.9	NA	NA	1423.9	7729788	8504256
IPD1788-D06-P01-A04_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.997	740	0.155	NA	NA	1.6	500.1	6.0	467	111	465.0	NA	99.0	0.88	2.4	97.5	98.6	100.0	NA	61.1	NA	92.6	96.9	88.2	NA	NA	99.8	57759492	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1788-R03-P01-A04_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.70	101	0.15	94.9	NA	NA	5798.5	27246581	28714966
IPD1789-D06-d01-A09_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.999	705	0.112	NA	NA	2.3	548.5	7.4	553	99	530.0	NA	97.3	0.92	1.4	98.6	99.2	100.0	NA	68.0	NA	94.2	97.8	92.6	NA	NA	99.9	94468238	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1789-R03-d01-A09_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.50	113	0.11	94.6	NA	NA	2575.9	13138274	13884880
IPD1792-D06-P01-A15_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	71	0.111	NA	NA	2.8	554.9	6.5	510	108	481.0	NA	98.4	1.03	0.4	98.8	99.3	100.0	NA	61.8	NA	92.9	98.0	90.1	NA	NA	99.9	117478622	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1792-R03-P01-A15_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.49	117	0.10	93.4	NA	NA	4668.2	22528907	24115512
IPD1793-D06-R01-A18_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.000	4130	0.175	NA	NA	2.4	678.4	8.1	624	114	600.0	NA	98.0	0.60	5.0	98.7	99.2	100.0	NA	71.7	NA	93.1	98.0	94.2	NA	NA	99.9	102750676	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1793-R03-R01-A18_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.03	111	0.15	93.4	NA	NA	5636.9	28020010	30000276
IPD1795-D06-R01-A15_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	2949	0.140	NA	NA	3.2	500.1	6.8	502	103	478.0	NA	97.9	0.70	1.5	98.6	99.2	100.0	NA	66.2	NA	92.8	97.8	87.5	NA	NA	99.9	117945816	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1795-R03-R01-A15_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.02	108	0.21	93.7	NA	NA	4789.4	24564746	26227342
IPD1797-D06-P01-A08_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	77	0.105	NA	NA	2.6	401.4	6.0	411	107	421.0	NA	98.8	0.34	0.6	95.5	97.9	100.0	NA	63.7	NA	89.2	95.2	75.5	NA	NA	99.9	78930454	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1797-R03-P01-A08_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.53	108	0.20	95.2	NA	NA	3325.5	21340890	22407864
IPD1799-D06-P01-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	1.000	294	0.110	NA	NA	2.4	500.0	5.3	371	95	360.0	NA	98.1	3.50	0.6	98.9	99.5	100.0	NA	51.9	NA	92.3	98.7	84.8	NA	NA	99.9	113783926	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1799-R03-P01-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.96	123	0.26	93.0	NA	NA	4753.2	21801735	23453436
IPD1804-D06-P01-A16_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.957	1069	0.081	NA	NA	2.4	568.0	7.3	571	107	541.0	NA	98.5	0.71	1.8	98.7	99.3	100.0	NA	69.0	NA	93.1	98.0	91.6	NA	NA	99.9	93681180	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1804-R03-P01-A16_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.82	108	0.25	93.0	NA	NA	3440.7	19092961	20525806
IPD1805-D06-d01-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.086	2152	0.126	NA	NA	1.8	513.8	5.6	451	110	420.0	NA	97.4	1.22	2.1	98.2	99.1	100.0	NA	56.9	NA	88.3	97.2	82.6	NA	NA	99.8	72965758	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1805-R03-d01-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.37	127	0.12	94.0	NA	NA	4725.2	22052976	23449228
IPD1809-D06-d01-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	0.001	3373	0.188	NA	NA	1.9	507.7	6.0	486	110	472.0	NA	95.1	0.51	8.2	97.3	98.7	100.0	NA	58.9	NA	90.0	96.4	85.6	NA	NA	99.8	76791704	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1809-R03-d01-A23_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.80	119	0.14	95.4	NA	NA	5563.9	28609630	29999620
IPD1812-R03-P01-A08_P	250404_A02134_0079_BHTLC7DRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	82.2	94.0	92.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.82	114	0.10	95.1	NA	NA	5496.8	28527305	30000336
LSL_Guideline	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.000	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	50.0	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	2500000	NA
USL_Guideline	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	1457	NA	0	0.134	NA	NA	NA	NA	NA	NA	NA	NA	8.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
TVD0016	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0014	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVR0017	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0018	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0020	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0022	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0024	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0026	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0028	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0030	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0032	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0034	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0036	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
